---- PEOPLE ----
('Qsgobnfeuu', 'Qwkn', 'MH', 'Port St. Lucie'),
(855, 'Mnglukwdbhc'),
(246, 'Kdfsl'),
(556, 'Hdxg'),
(705, 'Sybxudfd'),
(811, 'Svrrfwjxqqpdz'),
(105, 'Imvmechz'),
(137, 'Nnvp'),
(628, 'Umc'),
(800, 'Shyniwysjw'),
(38, 'Tatdzo'),
(299, 'Qgjsj'),
(268, 'Nzfhxj'),
(607, 'Ogibjwnkrmu'),
(397, 'Kqlxkawng'),
(367, 'Jyaa'),
(204, 'Fkcwabrdvrpv'),
(492, 'Brvoiv'),
(23, 'Dzwymtetd'),
(210, 'Wgd'),
(601, 'Ifekjccpusm'),
(494, 'Nc'),
(65, 'Hqomzknjjc'),
(127, 'Hzhkdugh'),
(747, 'Nokab'),
(97, 'Jeki'),
(216, 'Ijdokw'),
(947, 'Gql'),
(718, 'Ue'),
(316, 'Ldwxlx'),
(196, 'Sbghv'),
(102, 'Vbyrog'),
(151, 'Kfmpscj'),
(607, 'Sboc'),
(544, 'Ha'),
(216, 'Ktogkb'),
(52, 'Dd'),
(307, 'Wkdcvp'),
(87, 'Pcx'),
(578, 'Zvshcmfgdh'),
(461, 'Avkcacpjwh'),
(266, 'Vbzl'),
(525, 'Qh'),
(214, 'Mmzsvheegtyc'),
(26, 'Vrpox'),
(934, 'Qeircss'),
(92, 'Pcdyjqw'),
(28, 'Juycatqi'),
(905, 'Pdneksdhznjza'),
(246, 'Pcaemkhf'),
(661, 'Mhgicelhp'),
(526, 'Smmfqitoks'),
(524, 'Uiqyozxkvyeru'),
(950, 'He'),
(477, 'Oiqghkbupc'),
(713, 'Dl'),
(331, 'Iqvmgkujirajv'),
(228, 'Bntfhkqqeqw'),
(11, 'Xtoksgbhpwe'),
(20, 'Kglr'),
(360, 'Qawwtl'),
(210, 'Lbxmff'),
(139, 'At'),
(375, 'Whqwbg'),
(748, 'Bygrrrsss'),
(405, 'Ftwwlxcsb'),
(620, 'Jfikoggwz'),
(534, 'Iraozenbfvt'),
(795, 'Dyrblxzj'),
(764, 'Ihlhxkuk'),
(913, 'Uskxb'),
(418, 'Vjaczt'),
(544, 'Jqsxre'),
(400, 'Kxuqkemnmboaf'),
(694, 'Wfcnxmatslzgr'),
(227, 'Ayecnqrru'),
(548, 'Dlzfeveqzr'),
(575, 'Kksamavf'),
(850, 'Wqtpoamv'),
(461, 'Fdrshlp'),
(42, 'Hvithwmgoz'),
(546, 'Ritqidxpy'),
(666, 'Hibj'),
(278, 'Qfx'),
(959, 'Ujivzfndqsudf'),
(273, 'Uyuxxud'),
(225, 'Gdlgsy'),
(625, 'Jodvrrtvimf'),
(539, 'Ynmznirwqfd'),
(863, 'Alfp'),
(132, 'Pwrkdsddxdae'),
(876, 'Yii'),
(253, 'Wb'),
(897, 'Mrjemklzkcwlx'),
(562, 'Lexi'),
(906, 'Haxtmrmy'),
(365, 'Skobotikf'),
(955, 'Pjbdjbgxrsicz'),
(121, 'Ifulqwtutjt'),
(946, 'Nukolcgxqnuii'),
(895, 'Ugazamcib'),
(565, 'Knzdblp'),
(203, 'Zgvizixjgjkc'),
(820, 'Degybchamznj'),
(140, 'Yj'),
(780, 'Xsrztqvzr'),
(71, 'Fojecm'),
(858, 'Ioqtuksgykgc'),
(540, 'Azqymmulrgim'),
(328, 'Oqyqwd'),
(468, 'Awehz'),
(643, 'Sahtfpsdvzlg'),
(357, 'Ds'),
(112, 'Eppm'),
(382, 'Qk'),
(478, 'Tnzms'),
(57, 'Ppmcuy'),
(691, 'Fsiy'),
(728, 'Pr'),
(125, 'Obutsyfnnwdp'),
(622, 'Oerssvdsvr'),
(256, 'Qfuukhcdn'),
(809, 'Dtdloj'),
(95, 'Qbysx'),
(237, 'Ogeawkhlns'),
(656, 'Kjvaubpjszh'),
(951, 'Ttewgr'),
(121, 'Eyrgvf'),
(750, 'Knhlax'),
(736, 'Aym'),
(643, 'Ncddagfwajttw'),
(649, 'Nvo'),
(926, 'Kdcftvvnicgn'),
(740, 'Fapqns'),
(442, 'Gejt'),
(241, 'Vbxijgd'),
(47, 'Sbbqyykbjqcfn'),
(604, 'Ukywmqndxz'),
(248, 'Ylitlnrbh'),
(348, 'Kdgfacr'),
(91, 'Dngjbdxvlfv'),
(707, 'Pnuvwohyvkcko'),
(896, 'No'),
(763, 'Qpplxjmek'),
(1, 'Sokb'),
(10, 'Xhtpw'),
(472, 'Ggubcoiupxml'),
(864, 'Vliaqmgmbvroc'),
(400, 'Bl'),
(331, 'Ar'),
(383, 'Hbwyifaiipl'),
(519, 'Pqzsulfqy'),
(711, 'Qflrhbjmhwc'),
(202, 'Aybvyey'),
(184, 'Posgfr'),
(163, 'Ulldrxr'),
(467, 'Ykepnecxaatq'),
(187, 'Pw'),
(415, 'Orq'),
(369, 'Xkssxuiawmn'),
(586, 'Gau'),
(141, 'Seh'),
(647, 'Amudhlo'),
(347, 'Pzsup'),
(692, 'Rjmsd'),
(709, 'Fdlmntek'),
(204, 'Fhqrethax'),
(573, 'Ec'),
(550, 'Ac'),
(317, 'Lts'),
(224, 'Dmlvnpkmfee'),
(836, 'Zfbsy'),
(520, 'Igocnfej'),
(312, 'Xnszgmvgo'),
(587, 'Wvcwplbhuyt'),
(154, 'Uwtu'),
(426, 'Pih'),
(226, 'Aais'),
(40, 'Ytrbux'),
(842, 'Wssvhmekkjs'),
(116, 'Eqqc'),
(625, 'Ceebcfgal'),
(700, 'Oiogtwicg'),
(928, 'Efnurl'),
(996, 'Eosq'),
(865, 'Ibusblqwhyhm'),
(544, 'Eupzqt'),
(742, 'Advzilexuz'),
(48, 'Laaprjchydn'),
(14, 'Fwbsvky'),
(276, 'Ftexgcajh'),
(75, 'Nwxfobblzar'),
(200, 'Bqwrtl'),
(977, 'Ydsjioc'),
(796, 'Qfsxucehgb'),
(20, 'Gihphlln'),
(187, 'Nmcyhpdb'),
(238, 'Hkiaofon'),
(618, 'Fu'),
(774, 'Hvmbw'),
(366, 'Crglnoyvzkgyo'),
(472, 'Ftaszdtyq'),
(65, 'Xthzqizgp'),
(474, 'Zhdt'),
(939, 'Vxhc'),
(509, 'Dckswbk'),
(509, 'Vxd'),
(214, 'Mancaz'),
(827, 'Qttaapbhrcbhz'),
(366, 'Vfqurttwegxl'),
(344, 'Lqicswyb'),
(902, 'Ijhptreaq'),
(869, 'Njkgkavaqk'),
(229, 'Tjccfm'),
(642, 'Cxcdqheflyb'),
(368, 'Qentdzoarcsht'),
(362, 'Awmakpyfu'),
(79, 'Dweutj'),
(806, 'Pglzm'),
(523, 'Afgxhphf'),
(373, 'Ozzdewtqfp'),
(880, 'Tjdorwmi'),
(516, 'Hhctrztyma'),
(117, 'Gf'),
(912, 'Jnqcpzjtzua'),
(48, 'Vhld'),
(764, 'Me'),
(421, 'Ik'),
(892, 'Fdpbkxnfiomfb'),
(766, 'Izixydemro'),
(143, 'Uqecyqubigm'),
(399, 'Gmaa'),
(491, 'Ths'),
(949, 'Ubgxerraylcbh'),
(401, 'Mfowbzaaz'),
(344, 'Ngt'),
(961, 'Jaqbbjw'),
(872, 'Fwcprzdvlnlqj'),
(341, 'Lpvsxgcysra'),
(948, 'Eljqvnceheatt'),
(617, 'Ora'),
(813, 'Orxwd'),
(620, 'Tvtsskqccmcye'),
(294, 'Xo'),
(614, 'Yy'),
(464, 'Xgcnatqhhjehk'),
(237, 'Njgcnhoqrey'),
(785, 'Xowacbhgwmmyz'),
(880, 'Gfg'),
(868, 'Lbijwd'),
(582, 'Oym'),
(310, 'Lvtayvvqh'),
(760, 'Dnk'),
(170, 'Iwse'),
(837, 'Oqpsxxexjwduq'),
(884, 'Zmebctgkqhciv'),
(217, 'Zxxikkfbmfhfg'),
(545, 'Znteeqrmj'),
(79, 'Lfwfkhf'),
(606, 'Jqwyzmj'),
(103, 'Nteozxmoyujtx'),
(647, 'Dkauc'),
(534, 'Knjtafp'),
(833, 'Wvbanykyg'),
(586, 'Zajmwdlanibqk'),
(792, 'Ajzductqvqb'),
(241, 'Uqsouenxwlcgk'),
(241, 'Jpgyfxm'),
(309, 'Xwcorizvfx'),
(612, 'Iaisvcritju'),
(322, 'Qscapydvnmjv'),
(550, 'Rottootuis'),
(660, 'Ybd'),
(482, 'Lo'),
(640, 'Pdsnfnsfy'),
(717, 'Rmxqhqyq'),
(60, 'Loewndvjxczlt'),
(89, 'Ocrnqoom'),
(812, 'Ybsmgwz'),
(244, 'Dbijmqtudeynh'),
(247, 'Kyxmjlaocgypl'),
(794, 'Phbi'),
(139, 'Nhgrsxrrxzaw'),
(724, 'Ktbfdkint'),
(438, 'Pxga'),
(525, 'Ihhvygxbwhsi'),
(212, 'Qhkozxy'),
(29, 'Yg'),
(300, 'Qnlif'),
(234, 'Pag'),
(657, 'Cisznkt'),
(495, 'Jyygct'),
(979, 'Wgcbajmqzvqx'),
(327, 'Uimd'),
(969, 'Nejlhpxxckwgo'),
(970, 'Yfzjfoxyvq'),
(429, 'Fnxfmmgo'),
(672, 'Qzdzxcsgzy'),
(960, 'Asoj'),
(853, 'Sbyr'),
(502, 'Imjxuwlua'),
(344, 'Sknkzlf'),
(471, 'Lkaa'),
(100, 'Ty'),
(771, 'Hxgppcfbfss'),
(300, 'Ojivy'),
(600, 'Hzgzxs'),
(85, 'Puphqknuoogff'),
(25, 'Kfhvejzvosxo'),
(300, 'Utighmwwceex'),
(603, 'Chwngotewneqs'),
(372, 'Reuui'),
(694, 'Wjftttwsry'),
(387, 'Bvnlyrokrg'),
(61, 'Ghjsghzjh'),
(783, 'Sfpzpf'),
(450, 'Vaqx'),
(614, 'Ugjqwaytubu'),
(206, 'Hofavkpaoqve'),
(524, 'Oomrskdrdhjez'),
(188, 'Wtsfj'),
(76, 'Smlqsbchpksoe'),
(894, 'Rzas'),
(705, 'Sobpr'),
(98, 'Lag'),
(733, 'Iokvpnibcb'),
(196, 'Ojy'),
(853, 'Elwq'),
(827, 'Qnujimppz'),
(373, 'Wkjorul'),
(477, 'Koggv'),
(676, 'Tjhywrv'),
(163, 'Jshoahatu'),
(111, 'Xsxrhxpg'),
(431, 'Bbftnormovd'),
(915, 'Qwzx'),
(299, 'Ijavc'),
(607, 'Hsyq'),
(61, 'Ootqtdlrf'),
(57, 'Lin'),
(103, 'Whsujznfui')
---- LISTITEMS ----
(714, 275, 11, 3),
(197, 593, 6, 6),
(360, 587, 16, 9),
(344, 540, 8, 8),
(495, 55, 15, 7),
(417, 886, 16, 10),
(656, 438, 10, 9),
(734, 763, 7, 5),
(436, 721, 14, 5),
(626, 731, 5, 1),
(533, 902, 9, 2),
(416, 941, 5, 2),
(744, 45, 11, 3),
(592, 355, 11, 6),
(522, 881, 16, 7),
(901, 907, 6, 5),
(722, 475, 6, 6),
(661, 455, 17, 8),
(577, 347, 3, 1),
(453, 899, 16, 9),
(646, 819, 8, 5),
(452, 470, 8, 5),
(692, 476, 7, 3),
(50, 161, 9, 4),
(627, 986, 10, 3),
(13, 920, 18, 9),
(165, 979, 6, 5),
(975, 14, 13, 4),
(195, 984, 5, 5),
(769, 407, 11, 9),
(599, 230, 10, 2),
(965, 68, 10, 5),
(946, 267, 10, 8),
(33, 492, 13, 8),
(730, 439, 8, 4),
(156, 464, 7, 2),
(1, 544, 8, 3),
(86, 22, 13, 7),
(429, 895, 13, 6),
(289, 877, 6, 1),
(60, 184, 12, 5),
(874, 224, 12, 10),
(767, 214, 11, 2),
(822, 998, 12, 3),
(785, 452, 17, 10),
(969, 129, 13, 10),
(207, 876, 15, 6),
(726, 130, 2, 1),
(310, 664, 2, 1),
(407, 558, 17, 8),
(746, 852, 8, 7),
(380, 498, 10, 10),
(693, 161, 11, 6),
(858, 284, 11, 3),
(131, 470, 7, 1),
(638, 76, 8, 5),
(32, 340, 8, 8),
(89, 874, 16, 9),
(814, 550, 7, 4),
(387, 57, 13, 8),
(727, 391, 8, 1),
(280, 390, 12, 3),
(218, 858, 14, 5),
(56, 243, 5, 1),
(709, 690, 11, 7),
(517, 142, 14, 9),
(840, 157, 8, 1),
(17, 130, 6, 3),
(134, 188, 10, 9),
(873, 92, 3, 1),
(647, 992, 11, 2),
(211, 763, 7, 4),
(972, 832, 17, 9),
(256, 359, 14, 6),
(544, 367, 7, 4),
(443, 61, 12, 3),
(525, 294, 7, 4),
(285, 685, 15, 7),
(68, 178, 8, 4),
(330, 584, 10, 9),
(6, 729, 14, 7),
(523, 730, 9, 7),
(366, 246, 17, 10),
(791, 901, 14, 9),
(175, 342, 8, 1),
(642, 232, 11, 8),
(876, 314, 12, 4),
(219, 429, 12, 9),
(742, 236, 14, 7),
(286, 621, 14, 10),
(956, 515, 9, 7),
(584, 835, 16, 9),
(980, 512, 9, 5),
(969, 854, 10, 8),
(250, 110, 7, 4),
(455, 439, 14, 9),
(983, 809, 11, 6),
(174, 933, 3, 3),
(324, 8, 14, 9),
(584, 138, 6, 6),
(796, 678, 14, 10),
(534, 250, 7, 1),
(892, 412, 8, 6),
(869, 896, 17, 10),
(843, 22, 12, 10),
(128, 199, 13, 5),
(909, 386, 9, 5),
(201, 636, 14, 8),
(505, 827, 7, 2),
(342, 307, 13, 5),
(311, 784, 2, 1),
(989, 472, 9, 4),
(924, 679, 8, 8),
(779, 131, 14, 8),
(287, 6, 12, 9),
(737, 905, 14, 8),
(752, 86, 13, 8),
(707, 366, 6, 3),
(236, 555, 6, 3),
(227, 80, 17, 10),
(476, 98, 3, 2),
(889, 420, 13, 7),
(980, 204, 16, 9),
(603, 248, 17, 8),
(58, 576, 13, 9),
(739, 461, 12, 8),
(764, 682, 5, 4),
(736, 293, 8, 5),
(508, 975, 18, 9),
(609, 307, 9, 5),
(488, 615, 4, 1),
(79, 571, 12, 5),
(920, 795, 2, 1),
(873, 27, 5, 5),
(549, 951, 13, 9),
(2, 75, 11, 8),
(925, 304, 2, 2),
(518, 570, 7, 1),
(885, 941, 9, 7),
(968, 548, 14, 10),
(939, 935, 17, 9),
(302, 175, 16, 9),
(378, 456, 8, 6),
(647, 49, 10, 3),
(460, 612, 10, 6),
(193, 424, 5, 5),
(321, 439, 15, 8),
(553, 658, 9, 2),
(558, 751, 14, 6),
(592, 340, 6, 3),
(537, 813, 4, 3),
(609, 992, 7, 3),
(402, 507, 12, 3),
(922, 299, 12, 3),
(2, 325, 7, 1),
(269, 929, 12, 10),
(930, 310, 11, 6),
(496, 36, 13, 9),
(605, 525, 9, 8),
(405, 261, 12, 9),
(50, 256, 2, 2),
(37, 449, 11, 10),
(594, 913, 11, 10),
(204, 68, 4, 3),
(620, 518, 15, 7),
(401, 969, 15, 9),
(832, 850, 17, 8),
(553, 491, 15, 9),
(827, 183, 10, 1),
(929, 254, 10, 1),
(55, 682, 16, 7),
(941, 969, 10, 5),
(966, 330, 10, 7),
(402, 832, 7, 2),
(104, 123, 5, 1),
(936, 24, 5, 1),
(24, 30, 12, 7),
(98, 2, 10, 9),
(197, 477, 12, 8),
(768, 442, 12, 3),
(549, 869, 8, 2),
(810, 540, 14, 6),
(617, 8, 10, 6),
(144, 571, 8, 3),
(735, 279, 19, 10),
(27, 286, 4, 3),
(953, 541, 9, 1),
(99, 638, 7, 6),
(251, 368, 13, 5),
(215, 448, 14, 9),
(943, 567, 9, 3),
(234, 665, 12, 3),
(834, 213, 7, 3),
(209, 328, 8, 5),
(891, 776, 11, 4),
(631, 910, 13, 4),
(715, 208, 9, 2),
(410, 291, 6, 3),
(63, 743, 12, 7),
(124, 210, 11, 5),
(741, 723, 16, 9),
(759, 950, 15, 6),
(232, 168, 11, 2),
(563, 161, 14, 5),
(4, 371, 18, 9),
(895, 210, 11, 9),
(56, 455, 12, 9),
(790, 34, 4, 3),
(345, 476, 12, 6),
(643, 982, 4, 2),
(387, 751, 2, 1),
(432, 954, 16, 7),
(399, 713, 7, 1),
(374, 567, 6, 4),
(788, 856, 12, 8),
(500, 343, 11, 2),
(247, 705, 10, 7),
(971, 433, 10, 6),
(12, 850, 10, 1),
(172, 481, 13, 7),
(62, 230, 5, 1),
(511, 5, 4, 4),
(63, 65, 7, 4),
(439, 184, 3, 2),
(367, 438, 9, 9),
(4, 254, 5, 4),
(254, 238, 10, 10),
(253, 20, 13, 10),
(520, 974, 17, 9),
(45, 236, 16, 10),
(312, 450, 16, 7),
(577, 344, 19, 10),
(290, 346, 9, 8),
(118, 449, 6, 1),
(62, 224, 16, 7),
(120, 713, 11, 6),
(41, 698, 6, 3),
(12, 289, 13, 7),
(224, 388, 8, 1),
(599, 630, 12, 5),
(621, 195, 9, 7),
(885, 281, 16, 7),
(851, 563, 12, 6),
(799, 374, 4, 3),
(166, 759, 9, 4),
(182, 347, 11, 4),
(812, 71, 6, 3),
(856, 586, 16, 9),
(600, 994, 9, 5),
(892, 753, 10, 2),
(86, 288, 5, 4),
(153, 770, 10, 3),
(204, 854, 8, 3),
(351, 8, 8, 2),
(915, 319, 4, 3),
(157, 838, 15, 6),
(834, 63, 5, 3),
(597, 860, 14, 6),
(264, 858, 5, 2),
(924, 614, 9, 2),
(397, 798, 4, 1),
(71, 394, 14, 7),
(370, 981, 12, 10),
(82, 525, 13, 6),
(700, 905, 3, 1),
(620, 889, 15, 7),
(100, 761, 11, 9),
(853, 352, 13, 8),
(152, 810, 12, 8),
(526, 181, 6, 4),
(536, 985, 9, 1),
(590, 374, 11, 9),
(830, 965, 12, 5),
(942, 992, 15, 8),
(747, 704, 3, 2),
(781, 948, 6, 6),
(409, 235, 15, 10),
(757, 110, 14, 7),
(857, 823, 11, 4),
(367, 316, 13, 9),
(557, 567, 3, 2),
(386, 261, 6, 4),
(340, 11, 10, 2),
(288, 905, 5, 2),
(495, 648, 15, 6),
(90, 855, 6, 3),
(96, 791, 7, 4),
(116, 211, 8, 7),
(981, 726, 1, 1),
(515, 924, 8, 1),
(742, 960, 12, 10),
(132, 241, 9, 9),
(688, 575, 8, 7),
(678, 13, 1, 1),
(599, 589, 9, 3),
(150, 108, 9, 8),
(827, 967, 10, 8),
(352, 551, 15, 6),
(346, 621, 8, 7),
(229, 568, 13, 4),
(643, 838, 16, 7),
(873, 423, 13, 4),
(359, 735, 11, 6),
(921, 15, 16, 8),
(5, 114, 13, 9),
(283, 167, 8, 8),
(941, 597, 5, 5),
(96, 28, 6, 3),
(670, 868, 12, 10),
(238, 133, 9, 8),
(926, 861, 4, 4),
(549, 138, 12, 10),
(848, 810, 11, 9),
(96, 21, 7, 1),
(552, 701, 11, 4),
(122, 390, 16, 8),
(428, 259, 9, 3),
(75, 720, 12, 9),
(348, 225, 14, 7),
(342, 123, 16, 7),
(21, 546, 7, 4),
(830, 91, 15, 8),
(129, 864, 4, 1),
(793, 424, 7, 4),
(969, 102, 10, 7),
(485, 691, 7, 6),
(412, 617, 8, 2),
(590, 537, 12, 8),
(619, 724, 4, 4),
(327, 109, 9, 5),
(295, 969, 12, 6),
(234, 657, 11, 6),
(687, 281, 4, 3),
(674, 796, 11, 9),
(157, 367, 7, 6),
(365, 895, 11, 9),
(367, 194, 12, 9),
(940, 728, 9, 4),
(134, 139, 7, 6),
(529, 387, 7, 6),
(533, 355, 11, 3),
(27, 970, 10, 10),
(635, 760, 10, 3),
(36, 866, 9, 8),
(886, 394, 16, 9),
(925, 912, 13, 6),
(253, 13, 4, 1),
(348, 260, 10, 5),
(174, 561, 8, 6),
(73, 248, 12, 4),
(236, 46, 12, 8),
(729, 273, 2, 1),
(666, 443, 14, 8),
(329, 448, 13, 7),
(471, 760, 8, 3),
(277, 453, 10, 1),
(924, 672, 12, 5),
(442, 955, 15, 7),
(902, 863, 15, 6),
(47, 395, 8, 4),
(718, 195, 10, 1),
(874, 392, 15, 8),
(454, 302, 6, 3),
(902, 256, 14, 9),
(115, 1000, 4, 4),
(352, 358, 9, 4),
(778, 786, 13, 7),
(854, 901, 8, 8),
(574, 149, 9, 2),
(182, 980, 14, 10),
(550, 121, 14, 6),
(678, 550, 5, 4),
(249, 16, 9, 8),
(791, 847, 10, 10),
(736, 986, 15, 10),
(567, 400, 1, 1),
(212, 260, 11, 9),
(337, 564, 7, 7),
(842, 875, 9, 1),
(542, 491, 4, 4),
(376, 89, 12, 8),
(608, 698, 9, 8),
(737, 510, 11, 2),
(344, 81, 11, 2),
(687, 585, 4, 2),
(467, 238, 9, 8),
(250, 937, 15, 7),
(623, 959, 18, 9),
(448, 533, 16, 9),
(322, 499, 12, 10),
(436, 891, 9, 1),
(506, 637, 8, 3),
(298, 556, 5, 5),
(687, 483, 17, 10),
(94, 177, 8, 6),
(3, 943, 14, 9),
(486, 955, 5, 1),
(187, 21, 15, 8),
(517, 739, 5, 2),
(883, 603, 11, 6),
(722, 953, 10, 7),
(524, 516, 13, 7),
(581, 162, 17, 8),
(731, 288, 3, 2),
(267, 472, 2, 1),
(291, 934, 5, 5),
(87, 69, 5, 1),
(740, 667, 9, 9),
(534, 185, 10, 9),
(638, 454, 13, 8),
(59, 328, 13, 5),
(12, 387, 11, 5),
(19, 629, 9, 9),
(413, 823, 15, 9),
(178, 135, 8, 5),
(890, 175, 14, 8),
(540, 784, 8, 3),
(292, 749, 12, 7),
(281, 54, 10, 1),
(29, 406, 5, 1),
(322, 923, 12, 10),
(550, 145, 4, 3),
(733, 274, 11, 10),
(202, 497, 7, 6),
(997, 488, 6, 1),
(431, 700, 9, 5),
(55, 66, 12, 4),
(518, 82, 10, 8),
(119, 178, 18, 10),
(311, 532, 15, 9),
(300, 837, 17, 9),
(360, 823, 7, 2),
(345, 108, 10, 2),
(592, 106, 12, 10),
(316, 979, 8, 4),
(464, 625, 10, 6),
(500, 832, 13, 10),
(705, 346, 8, 4),
(457, 463, 8, 7),
(1000, 355, 6, 1),
(727, 441, 10, 6),
(607, 382, 5, 5),
(382, 516, 12, 9),
(97, 755, 9, 2),
(105, 771, 9, 2),
(208, 427, 14, 7),
(10, 454, 11, 2),
(466, 569, 4, 3),
(438, 685, 3, 2),
(66, 125, 12, 8),
(412, 443, 1, 1),
(560, 597, 6, 3),
(627, 566, 10, 6),
(627, 123, 16, 8),
(717, 515, 13, 4),
(345, 210, 12, 8),
(623, 268, 13, 10),
(517, 681, 18, 9),
(89, 852, 11, 4),
(818, 670, 3, 1),
(63, 489, 5, 1),
(696, 854, 11, 7),
(258, 200, 13, 9),
(463, 602, 11, 5),
(596, 956, 15, 7),
(976, 20, 16, 8),
(959, 581, 12, 8),
(643, 383, 6, 4),
(175, 104, 13, 10),
(826, 444, 6, 2),
(333, 439, 2, 1),
(755, 200, 11, 8),
(330, 253, 5, 5),
(705, 560, 6, 2),
(815, 927, 7, 5),
(530, 315, 9, 2),
(473, 861, 5, 1),
(3, 186, 15, 6),
(102, 232, 8, 4),
(806, 631, 7, 4),
(342, 793, 14, 9),
(882, 860, 12, 8),
(737, 576, 2, 2),
(522, 206, 8, 3),
(669, 403, 15, 7),
(471, 963, 4, 2),
(172, 409, 11, 7),
(56, 609, 16, 8),
(20, 233, 15, 6),
(61, 234, 10, 3),
(511, 331, 15, 7),
(981, 388, 8, 8),
(479, 360, 14, 7),
(158, 653, 1, 1),
(676, 47, 14, 5),
(844, 387, 7, 3),
(228, 470, 12, 8),
(243, 358, 12, 9),
(409, 733, 8, 1),
(641, 696, 13, 9),
(806, 400, 4, 1),
(327, 298, 12, 6),
(661, 625, 8, 6),
(249, 787, 10, 9),
(910, 308, 16, 8),
(791, 541, 8, 2),
(774, 109, 3, 1),
(696, 943, 12, 6),
(47, 974, 17, 10),
(232, 73, 10, 2),
(923, 228, 12, 6),
(411, 522, 17, 9),
(15, 327, 8, 2),
(439, 747, 5, 4),
(529, 673, 14, 10),
(717, 155, 13, 5),
(884, 131, 12, 8),
(800, 341, 16, 10),
(411, 101, 7, 1),
(754, 180, 14, 9),
(425, 881, 12, 4),
(645, 547, 16, 8),
(802, 492, 7, 6),
(329, 388, 10, 3),
(640, 33, 18, 9),
(10, 836, 5, 1),
(986, 621, 18, 9),
(229, 599, 14, 10),
(713, 434, 10, 4),
(810, 973, 12, 5),
(892, 218, 10, 10),
(945, 168, 7, 5),
(65, 685, 6, 1),
(516, 255, 6, 1),
(809, 582, 3, 3),
(576, 924, 3, 2),
(578, 967, 17, 9),
(51, 443, 8, 6),
(283, 840, 11, 9),
(870, 375, 15, 9),
(637, 859, 8, 3),
(449, 764, 12, 4),
(898, 197, 16, 7),
(391, 312, 11, 2),
(256, 129, 9, 3),
(678, 94, 3, 3),
(198, 8, 13, 7),
(858, 934, 16, 7),
(28, 65, 14, 7),
(67, 981, 11, 7),
(113, 759, 14, 9),
(993, 88, 5, 2),
(69, 56, 9, 7),
(884, 117, 12, 9),
(66, 390, 16, 9),
(845, 788, 5, 1),
(551, 141, 14, 6),
(675, 587, 14, 6),
(947, 473, 13, 5),
(197, 360, 11, 10),
(336, 837, 10, 4),
(731, 416, 9, 8),
(688, 1, 12, 5),
(9, 299, 9, 6),
(934, 947, 1, 1),
(540, 971, 15, 7),
(608, 214, 8, 8),
(613, 71, 12, 3),
(531, 500, 10, 6),
(955, 723, 9, 3),
(843, 501, 12, 7),
(438, 961, 4, 3),
(136, 359, 18, 10),
(706, 536, 9, 5),
(732, 776, 4, 3),
(9, 314, 7, 5),
(515, 297, 9, 9),
(390, 606, 16, 10),
(614, 509, 10, 6),
(831, 830, 15, 7),
(889, 454, 12, 8),
(261, 659, 6, 3),
(908, 268, 12, 4),
(548, 939, 2, 2),
(467, 666, 18, 10),
(683, 1, 10, 4),
(376, 67, 8, 5),
(203, 949, 13, 5),
(59, 305, 15, 6),
(565, 281, 8, 3),
(301, 38, 11, 6),
(518, 432, 15, 6),
(19, 888, 14, 9),
(844, 657, 11, 8),
(772, 337, 12, 6),
(946, 870, 14, 9),
(97, 216, 3, 3),
(754, 76, 16, 10),
(733, 715, 15, 10),
(810, 190, 4, 2),
(757, 938, 14, 7),
(410, 136, 14, 10),
(838, 182, 5, 3),
(30, 231, 10, 10),
(548, 263, 9, 3),
(561, 341, 6, 3),
(658, 417, 13, 9),
(255, 200, 12, 10),
(105, 956, 12, 4),
(858, 617, 8, 4),
(621, 524, 11, 7),
(471, 154, 13, 7),
(260, 247, 12, 4),
(483, 116, 3, 1),
(982, 897, 4, 4),
(561, 554, 3, 2),
(555, 354, 7, 4),
(27, 726, 6, 2),
(16, 851, 7, 4),
(48, 289, 17, 10),
(80, 40, 2, 1),
(226, 778, 4, 3),
(765, 136, 3, 1),
(297, 882, 3, 1),
(337, 55, 3, 3),
(760, 656, 3, 3),
(277, 243, 12, 7),
(933, 318, 12, 10),
(714, 926, 9, 4),
(442, 69, 16, 7),
(895, 292, 7, 5),
(809, 475, 12, 4),
(466, 402, 6, 3),
(470, 458, 10, 8),
(835, 391, 13, 4),
(299, 515, 8, 6),
(753, 438, 16, 9),
(117, 348, 11, 7),
(315, 210, 10, 8),
(645, 608, 12, 10),
(746, 342, 11, 10),
(334, 618, 11, 4),
(805, 259, 7, 5),
(231, 977, 8, 4),
(742, 133, 12, 6),
(316, 290, 10, 6),
(833, 781, 8, 8),
(694, 485, 9, 5),
(578, 86, 19, 10),
(993, 990, 4, 3),
(288, 111, 12, 6),
(257, 358, 10, 3),
(91, 329, 8, 1),
(608, 308, 15, 10),
(722, 384, 6, 1),
(250, 43, 7, 2),
(256, 259, 11, 5),
(13, 658, 17, 9),
(355, 944, 12, 10),
(950, 904, 9, 8),
(615, 899, 16, 7),
(630, 576, 9, 7),
(712, 210, 12, 4),
(29, 937, 11, 9),
(982, 69, 6, 5),
(990, 10, 7, 7),
(661, 934, 17, 10),
(882, 156, 12, 8),
(346, 125, 10, 3),
(229, 840, 4, 3),
(675, 191, 15, 8),
(312, 479, 9, 6),
(383, 963, 11, 2),
(834, 350, 12, 9),
(338, 665, 19, 10),
